..\Mods\@RHSAFRF\rhs_2s1,2,	class rhs_2s1
..\Mods\@RHSSAF\rhssaf_c_weapons,2337,	class mortar_82mm;
..\Mods\@RHSSAF\rhssaf_c_weapons,2338,	class rhs_weap_m70c: mortar_82mm
..\Mods\@RHSSAF\rhssaf_c_weapons,2386,	class Binocular;
..\Mods\@RHSSAF\rhssaf_c_weapons,2387,	class rhssaf_zrak_rd7j: Binocular
..\Mods\@RHSSAF\rhssaf_c_weapons,2412,	class CA_Magazine;
..\Mods\@RHSSAF\rhssaf_c_weapons,2413,	class 30Rnd_556x45_Stanag;
..\Mods\@RHSSAF\rhssaf_c_weapons,2414,	class 32Rnd_155mm_Mo_shells;
..\Mods\@RHSSAF\rhssaf_c_weapons,2415,	class rhssaf_mag_15Rnd_9x19_FMJ: CA_Magazine
..\Mods\@RHSSAF\rhssaf_c_weapons,2422,	class rhssaf_mag_15Rnd_9x19_JHP: rhssaf_mag_15Rnd_9x19_FMJ
..\Mods\@RHSSAF\rhssaf_c_weapons,2427,	class rhsgref_20rnd_765x17_vz61: CA_Magazine
..\Mods\@RHSSAF\rhssaf_c_weapons,2434,	class rhsgref_10rnd_765x17_vz61: rhsgref_20rnd_765x17_vz61
..\Mods\@RHSSAF\rhssaf_c_weapons,2439,	class rhsgref_30rnd_556x45_m21: CA_Magazine
..\Mods\@RHSSAF\rhssaf_c_weapons,2454,	class rhsgref_30rnd_556x45_m21_t: rhsgref_30rnd_556x45_m21
..\Mods\@RHSSAF\rhssaf_c_weapons,2465,	class rhssaf_30rnd_556x45_EPR_G36: 30Rnd_556x45_Stanag
..\Mods\@RHSSAF\rhssaf_c_weapons,2481,	class rhssaf_30rnd_556x45_SOST_G36: 30Rnd_556x45_Stanag
..\Mods\@RHSSAF\rhssaf_c_weapons,2497,	class rhssaf_30rnd_556x45_SPR_G36: 30Rnd_556x45_Stanag
..\Mods\@RHSSAF\rhssaf_c_weapons,2513,	class rhssaf_100rnd_556x45_EPR_G36: 30Rnd_556x45_Stanag
..\Mods\@RHSSAF\rhssaf_c_weapons,2529,	class rhssaf_30rnd_556x45_Tracers_G36: 30Rnd_556x45_Stanag
..\Mods\@RHSSAF\rhssaf_c_weapons,2545,	class rhssaf_30rnd_556x45_TDIM_G36: 30Rnd_556x45_Stanag
..\Mods\@RHSSAF\rhssaf_c_weapons,2561,	class rhssaf_30rnd_556x45_MDIM_G36: 30Rnd_556x45_Stanag
..\Mods\@RHSSAF\rhssaf_c_weapons,2577,	class rhs_30Rnd_545x39_AK;
..\Mods\@RHSSAF\rhssaf_c_weapons,2578,	class rhssaf_30Rnd_762x39mm_M67: rhs_30Rnd_545x39_AK
..\Mods\@RHSSAF\rhssaf_c_weapons,2585,	class rhssaf_30Rnd_762x39mm_M78_tracer: rhssaf_30Rnd_762x39mm_M67
..\Mods\@RHSSAF\rhssaf_c_weapons,2591,	class rhssaf_30Rnd_762x39_M82_api: rhssaf_30Rnd_762x39mm_M67
..\Mods\@RHSSAF\rhssaf_c_weapons,2600,	class rhs_mag_20Rnd_SCAR_762x51_m80_ball;
..\Mods\@RHSSAF\rhssaf_c_weapons,2601,	class rhs_mag_20Rnd_SCAR_762x51_m80a1_epr;
..\Mods\@RHSSAF\rhssaf_c_weapons,2602,	class rhs_mag_20Rnd_SCAR_762x51_m62_tracer;
..\Mods\@RHSSAF\rhssaf_c_weapons,2603,	class rhs_mag_20Rnd_SCAR_762x51_m61_ap;
..\Mods\@RHSSAF\rhssaf_c_weapons,2604,	class rhs_mag_20Rnd_SCAR_762x51_m118_special;
..\Mods\@RHSSAF\rhssaf_c_weapons,2605,	class rhs_mag_20Rnd_SCAR_762x51_mk316_special;
..\Mods\@RHSSAF\rhssaf_c_weapons,2606,	class rhs_mag_20Rnd_SCAR_762x51_m80_ball_bk: rhs_mag_20Rnd_SCAR_762x51_m80_ball;  //found empty after stripping
..\Mods\@RHSSAF\rhssaf_c_weapons,2607,	class rhs_mag_20Rnd_SCAR_762x51_m80a1_epr_bk: rhs_mag_20Rnd_SCAR_762x51_m80a1_epr;  //found empty after stripping
..\Mods\@RHSSAF\rhssaf_c_weapons,2608,	class rhs_mag_20Rnd_SCAR_762x51_m62_tracer_bk: rhs_mag_20Rnd_SCAR_762x51_m62_tracer;  //found empty after stripping
..\Mods\@RHSSAF\rhssaf_c_weapons,2609,	class rhs_mag_20Rnd_SCAR_762x51_m61_ap_bk: rhs_mag_20Rnd_SCAR_762x51_m61_ap;  //found empty after stripping
..\Mods\@RHSSAF\rhssaf_c_weapons,2610,	class rhs_mag_20Rnd_SCAR_762x51_m118_special_bk: rhs_mag_20Rnd_SCAR_762x51_m118_special;  //found empty after stripping
..\Mods\@RHSSAF\rhssaf_c_weapons,2611,	class rhs_mag_20Rnd_SCAR_762x51_mk316_special_bk: rhs_mag_20Rnd_SCAR_762x51_mk316_special;  //found empty after stripping
..\Mods\@RHSSAF\rhssaf_c_weapons,2612,	class rhsgref_10Rnd_792x57_m76: CA_Magazine
..\Mods\@RHSSAF\rhssaf_c_weapons,2627,	class rhssaf_10Rnd_792x57_m76_tracer: CA_Magazine
..\Mods\@RHSSAF\rhssaf_c_weapons,2642,	class rhs_100Rnd_762x54mmR;
..\Mods\@RHSSAF\rhssaf_c_weapons,2643,	class rhssaf_250Rnd_762x54R: rhs_100Rnd_762x54mmR
..\Mods\@RHSSAF\rhssaf_c_weapons,2650,	class rhs_rpg26_mag;
..\Mods\@RHSSAF\rhssaf_c_weapons,2651,	class rhs_m80_mag: rhs_rpg26_mag
..\Mods\@RHSSAF\rhssaf_c_weapons,2658,	class rhssaf_mag_m73_HE: 32Rnd_155mm_Mo_shells
..\Mods\@RHSSAF\rhssaf_c_weapons,2664,	class ATMine_Range_Mag;
..\Mods\@RHSSAF\rhssaf_c_weapons,2665,	class rhssaf_mine_pma3_mag: ATMine_Range_Mag
..\Mods\@RHSSAF\rhssaf_c_weapons,2671,	class rhssaf_mine_tma4_mag: ATMine_Range_Mag
..\Mods\@RHSSAF\rhssaf_c_weapons,2677,	class rhssaf_mine_mrud_a_mag: ATMine_Range_Mag
..\Mods\@RHSSAF\rhssaf_c_weapons,2683,	class rhssaf_mine_mrud_b_mag: rhssaf_mine_mrud_a_mag
..\Mods\@RHSSAF\rhssaf_c_weapons,2688,	class rhssaf_mine_mrud_c_mag: rhssaf_mine_mrud_a_mag
..\Mods\@RHSSAF\rhssaf_c_weapons,2693,	class rhssaf_mine_mrud_d_mag: rhssaf_mine_mrud_a_mag
..\Mods\@RHSSAF\rhssaf_c_weapons,2697,	class rhssaf_tm100_mag: CA_Magazine
..\Mods\@RHSSAF\rhssaf_c_weapons,2718,	class rhssaf_tm200_mag: rhssaf_tm100_mag
..\Mods\@RHSSAF\rhssaf_c_weapons,2723,	class rhssaf_tm500_mag: rhssaf_tm100_mag
..\Mods\@RHSSAF\rhssaf_c_weapons,2728,	class HandGrenade;
..\Mods\@RHSSAF\rhssaf_c_weapons,2729,	class rhssaf_mag_br_m75: HandGrenade
..\Mods\@RHSSAF\rhssaf_c_weapons,2735,	class rhssaf_mag_br_m84: rhssaf_mag_br_m75
..\Mods\@RHSSAF\rhssaf_c_weapons,2740,	class rhssaf_mag_brd_m83_white: HandGrenade
..\Mods\@RHSSAF\rhssaf_c_weapons,2747,	class rhssaf_mag_brd_m83_yellow: HandGrenade
..\Mods\@RHSSAF\rhssaf_c_weapons,2754,	class rhssaf_mag_brd_m83_green: HandGrenade
..\Mods\@RHSSAF\rhssaf_c_weapons,2761,	class rhssaf_mag_brd_m83_red: HandGrenade
..\Mods\@RHSSAF\rhssaf_c_weapons,2768,	class rhssaf_mag_brd_m83_blue: HandGrenade
..\Mods\@RHSSAF\rhssaf_c_weapons,2775,	class rhssaf_mag_brd_m83_orange: HandGrenade
..\Mods\@RHSSAF\rhssaf_c_weapons,2782,	class rhssaf_mag_rshb_p98: HandGrenade
..\Mods\@RHSSAF\rhssaf_c_weapons,2788,	class rhssaf_mag_brz_m88: HandGrenade
..\Mods\@RHSSAF\rhssaf_c_weapons,2794,	class rhssaf_mag_brk_m79: HandGrenade
..\Mods\@RHSSAF\rhssaf_c_weapons,2801,	class rhssaf_mag_ttm_m60: CA_Magazine
..\Mods\@RHSSAF\rhssaf_c_weapons,2807,	class rhssaf_mag_tkm_m60: CA_Magazine
..\Mods\@RHSSAF\rhssaf_c_weapons,2816,	class CBA_32ACP_Vz61
..\Mods\@RHSSAF\rhssaf_c_weapons,2824,	class CZ99_9x19_PARA
..\Mods\@RHSSAF\rhssaf_c_weapons,2832,	class CBA_556x45_G36
..\Mods\@RHSSAF\rhssaf_c_weapons,2845,	class CBA_556x45_M21
..\Mods\@RHSSAF\rhssaf_c_weapons,2853,	class AK_762x39
..\Mods\@RHSSAF\rhssaf_c_weapons,2862,	class CBA_762x39_AK
..\Mods\@RHSSAF\rhssaf_c_weapons,2871,	class CBA_762x51_SCAR
..\Mods\@RHSSAF\rhssaf_c_weapons,2883,	class CBA_792x57_M76
..\Mods\@RHSSAF\rhssaf_c_weapons,2890,	class AK_Rifle_Grenades
..\Mods\@RHSSAF\rhssaf_c_weapons,2901,	class RHS
..\Mods\@RHSSAF\rhssaf_editorpreviews,2,	class rhssaf_editorpreviews
..\Mods\@RHSSAF\rhssaf_inventoryicons,2,	class rhssaf_inventoryicons
..\Mods\@RHSSAF\rhssaf_main,2,	class rhssaf_main_loadorder
..\Mods\@RHSSAF\rhssaf_muzzleflash,2,	class rhssaf_muzzleflash
..\Mods\@RHSSAF\rhssaf_muzzleflash,13,	class PreloadBanks;  //found empty after stripping
..\Mods\@RHSSAF\rhssaf_muzzleflash,14,	class PreloadAddons
..\Mods\@RHSSAF\rhssaf_m_explosives,2,	class rhssaf_m_explosives
..\Mods\@RHSSAF\rhssaf_m_headgear_beret,2,	class rhssaf_m_headgear_beret
..\Mods\@RHSSAF\rhssaf_m_headgear_m59,2,	class rhssaf_m_headgear_m59
..\Mods\@RHSSAF\rhssaf_m_headgear_m97,2,	class rhssaf_m_headgear_m97
..\Mods\@RHSSAF\rhssaf_m_headgear_veil,2,	class rhssaf_m_headgear_veil
..\Mods\@RHSSAF\rhssaf_m_uniform_m10,2,	class rhssaf_m_uniform_m10
..\Mods\@RHSSAF\rhssaf_m_uniform_m93,2,	class rhssaf_m_uniform_m93
..\Mods\@RHSSAF\rhssaf_m_uniform_mdt,2,	class rhssaf_m_uniform_mdt
..\Mods\@RHSSAF\rhssaf_m_uniform_pilot,2,	class rhssaf_m_uniform_pilot
..\Mods\@RHSSAF\rhssaf_m_vest_m12,2,	class rhssaf_m_vest_m12
..\Mods\@RHSSAF\rhssaf_m_vest_m98,2,	class rhssaf_m_vest_m98
..\Mods\@RHSSAF\rhssaf_m_vest_m99,2,	class rhssaf_m_vest_m99
..\Mods\@RHSSAF\rhssaf_m_weapon_cz99,2,	class rhssaf_m_weapon_cz99
..\Mods\@RHSSAF\rhssaf_m_weapon_g36,2,	class rhssaf_m_weapon_g36
..\Mods\@RHSSAF\rhssaf_m_weapon_m21,2,	class rhssaf_m_weapon_m21
..\Mods\@RHSSAF\rhssaf_m_weapon_m70,2,	class rhssaf_m_weapon_m70
..\Mods\@RHSSAF\rhssaf_m_weapon_m70c,2,	class rhssaf_m_weapon_m70c
..\Mods\@RHSSAF\rhssaf_m_weapon_m76,2,	class rhssaf_m_weapon_m76
..\Mods\@RHSSAF\rhssaf_m_weapon_m80,2,	class rhssaf_m_weapon_m80
..\Mods\@RHSSAF\rhssaf_m_weapon_m84,2,	class rhssaf_m_weapon_m84
..\Mods\@RHSSAF\rhssaf_m_weapon_m92,2,	class rhssaf_m_weapon_m92
..\Mods\@RHSSAF\rhssaf_m_weapon_scar,2,	class rhssaf_m_weapon_scar
..\Mods\@RHSSAF\rhssaf_m_weapon_scorpion,2,	class rhssaf_m_weapon_scorpion
..\Mods\@RHSSAF\rhssaf_sounds,2,	class RHSSAF_sounds
..\Mods\@RHSSAF\rhssaf_sounds,16,	class RHSSAF_Default_3DProcessingType
..\Mods\@RHSSAF\rhssaf_sounds,22,	class RHSSAF_Shot_light_3DProcessingType
..\Mods\@RHSSAF\rhssaf_sounds,28,	class RHSSAF_Shot_medium_3DProcessingType
..\Mods\@RHSSAF\rhssaf_sounds,34,	class RHSSAF_Tail_3DProcessingType
..\Mods\@RHSSAF\rhssaf_sounds,43,	class RHSSAF_soundCurve
..\Mods\@RHSSAF\rhssaf_sounds,51,	class RHSSAF_tailSoundCurve
..\Mods\@RHSSAF\rhssaf_sounds,62,	class RHSSAF_rifleSoundCurve
..\Mods\@RHSSAF\rhssaf_sounds,81,	class RHSSAF_defaultDistanceFilter
..\Mods\@RHSSAF\rhssaf_sounds,89,	class RHSSAF_rifleShotDistanceFilter
..\Mods\@RHSSAF\rhssaf_sounds,100,	class RHSSAF_M70_punch_close_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,130,	class RHSSAF_M70_punch_close_interior_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,160,	class RHSSAF_M70_punch_mid_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,189,	class RHSSAF_M70_punch_far_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,219,	class RHSSAF_M70_character_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,247,	class RHSSAF_M70_Closure_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,275,	class RHSSAF_M70_Interior_closeMono_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,305,	class RHSSAF_M70_Interior_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,334,	class RHSSAF_sd_M70_punch_close_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,364,	class RHSSAF_sd_M70_punch_close_interior_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,394,	class RHSSAF_sd_M70_punch_mid_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,423,	class RHSSAF_sd_M70_punch_far_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,453,	class RHSSAF_sd_M70_character_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,481,	class RHSSAF_sd_M70_Closure_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,509,	class RHSSAF_sd_M70_Interior_closeMono_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,539,	class RHSSAF_sd_M70_Interior_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,568,	class RHSSAF_M21_punch_close_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,598,	class RHSSAF_M21_punch_close_interior_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,628,	class RHSSAF_M21_punch_mid_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,657,	class RHSSAF_M21_punch_far_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,687,	class RHSSAF_M21_character_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,715,	class RHSSAF_M21_Closure_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,743,	class RHSSAF_M21_Interior_closeMono_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,773,	class RHSSAF_M21_Interior_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,802,	class RHSSAF_sd_M21_punch_close_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,832,	class RHSSAF_sd_M21_punch_close_interior_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,862,	class RHSSAF_sd_M21_punch_mid_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,891,	class RHSSAF_sd_M21_punch_far_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,921,	class RHSSAF_sd_M21_character_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,949,	class RHSSAF_sd_M21_Closure_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,977,	class RHSSAF_sd_M21_Interior_closeMono_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,1007,	class RHSSAF_sd_M21_Interior_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,1036,	class RHSSAF_M76_punch_close_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,1066,	class RHSSAF_M76_punch_close_interior_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,1096,	class RHSSAF_M76_punch_mid_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,1125,	class RHSSAF_M76_punch_far_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,1155,	class RHSSAF_M76_character_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,1183,	class RHSSAF_M76_Closure_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,1211,	class RHSSAF_M76_Interior_closeMono_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,1241,	class RHSSAF_M76_Interior_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,1270,	class RHSSAF_sd_M76_punch_close_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,1300,	class RHSSAF_sd_M76_punch_close_interior_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,1330,	class RHSSAF_sd_M76_punch_mid_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,1359,	class RHSSAF_sd_M76_punch_far_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,1389,	class RHSSAF_sd_M76_character_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,1417,	class RHSSAF_sd_M76_Closure_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,1445,	class RHSSAF_sd_M76_Interior_closeMono_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,1475,	class RHSSAF_sd_M76_Interior_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,1504,	class RHSSAF_G36_punch_close_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,1534,	class RHSSAF_G36_punch_close_interior_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,1564,	class RHSSAF_G36_punch_mid_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,1593,	class RHSSAF_G36_punch_far_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,1623,	class RHSSAF_G36_character_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,1651,	class RHSSAF_G36_Closure_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,1679,	class RHSSAF_G36_Interior_closeMono_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,1709,	class RHSSAF_G36_Interior_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,1738,	class RHSSAF_sd_G36_punch_close_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,1768,	class RHSSAF_sd_G36_punch_close_interior_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,1798,	class RHSSAF_sd_G36_punch_mid_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,1827,	class RHSSAF_sd_G36_punch_far_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,1857,	class RHSSAF_sd_G36_character_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,1885,	class RHSSAF_sd_G36_Closure_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,1913,	class RHSSAF_sd_G36_Interior_closeMono_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,1943,	class RHSSAF_sd_G36_Interior_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,1972,	class RHSSAF_M84_punch_close_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,2002,	class RHSSAF_M84_punch_close_interior_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,2032,	class RHSSAF_M84_punch_mid_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,2061,	class RHSSAF_M84_punch_far_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,2091,	class RHSSAF_M84_character_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,2119,	class RHSSAF_M84_Closure_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,2147,	class RHSSAF_M84_Interior_closeMono_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,2177,	class RHSSAF_M84_Interior_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,2206,	class RHSSAF_scorp_punch_close_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,2236,	class RHSSAF_scorp_punch_close_interior_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,2266,	class RHSSAF_scorp_punch_mid_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,2295,	class RHSSAF_scorp_punch_far_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,2325,	class RHSSAF_scorp_character_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,2353,	class RHSSAF_scorp_Closure_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,2381,	class RHSSAF_scorp_Interior_closeMono_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,2411,	class RHSSAF_scorp_Interior_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,2440,	class RHSSAF_pistol1_Meadows_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,2469,	class RHSSAF_pistol1_Meadows_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,2499,	class RHSSAF_pistol1_Houses_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,2528,	class RHSSAF_pistol1_Houses_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,2558,	class RHSSAF_pistol1_Forest_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,2587,	class RHSSAF_pistol1_Forest_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,2617,	class RHSSAF_pistol1_Interior_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,2647,	class RHSSAF_pistol1_noise_meadows_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,2675,	class RHSSAF_pistol1_noise_meadows_interior_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,2703,	class RHSSAF_pistol1_noise_forest_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,2731,	class RHSSAF_pistol1_noise_houses_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,2759,	class RHSSAF_rifle1_Meadows_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,2788,	class RHSSAF_rifle1_Meadows_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,2818,	class RHSSAF_rifle1_Houses_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,2847,	class RHSSAF_rifle1_Houses_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,2877,	class RHSSAF_rifle1_Forest_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,2906,	class RHSSAF_rifle1_Forest_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,2936,	class RHSSAF_rifle1_Interior_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,2966,	class RHSSAF_rifle1_noise_meadows_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,2994,	class RHSSAF_rifle1_noise_meadows_interior_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,3022,	class RHSSAF_rifle1_noise_forest_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,3050,	class RHSSAF_rifle1_noise_houses_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,3078,	class RHSSAF_sd_rifle1_Meadows_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,3107,	class RHSSAF_sd_rifle1_Meadows_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,3137,	class RHSSAF_sd_rifle1_Houses_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,3166,	class RHSSAF_sd_rifle1_Houses_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,3196,	class RHSSAF_sd_rifle1_Forest_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,3225,	class RHSSAF_sd_rifle1_Forest_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,3255,	class RHSSAF_sd_rifle1_Interior_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,3285,	class RHSSAF_sd_rifle1_noise_meadows_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,3313,	class RHSSAF_sd_rifle1_noise_meadows_interior_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,3341,	class RHSSAF_sd_rifle1_noise_forest_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,3369,	class RHSSAF_sd_rifle1_noise_houses_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,3397,	class RHSSAF_sd_mmg1_Meadows_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,3426,	class RHSSAF_sd_mmg1_Meadows_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,3456,	class RHSSAF_sd_mmg1_Houses_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,3485,	class RHSSAF_sd_mmg1_Houses_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,3515,	class RHSSAF_sd_mmg1_Forest_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,3544,	class RHSSAF_sd_mmg1_Forest_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,3574,	class RHSSAF_sd_mmg1_Interior_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,3604,	class RHSSAF_sd_mmg1_noise_meadows_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,3632,	class RHSSAF_sd_mmg1_noise_meadows_interior_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,3660,	class RHSSAF_sd_mmg1_noise_forest_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,3688,	class RHSSAF_sd_mmg1_noise_houses_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,3716,	class RHSSAF_mmg1_Meadows_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,3745,	class RHSSAF_mmg1_Meadows_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,3775,	class RHSSAF_mmg1_Houses_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,3804,	class RHSSAF_mmg1_Houses_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,3834,	class RHSSAF_mmg1_Forest_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,3863,	class RHSSAF_mmg1_Forest_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,3893,	class RHSSAF_mmg1_Interior_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,3923,	class RHSSAF_mmg1_noise_meadows_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,3951,	class RHSSAF_mmg1_noise_meadows_interior_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,3979,	class RHSSAF_mmg1_noise_forest_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,4007,	class RHSSAF_mmg1_noise_houses_soundShader
..\Mods\@RHSSAF\rhssaf_sounds,4035,	class RHSSAF_mmg1_delayed_Meadows_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,4064,	class RHSSAF_mmg1_delayed_Meadows_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,4094,	class RHSSAF_mmg1_delayed_Houses_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,4123,	class RHSSAF_mmg1_delayed_Houses_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,4153,	class RHSSAF_mmg1_delayed_Forest_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,4182,	class RHSSAF_mmg1_delayed_Forest_far_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,4212,	class RHSSAF_mmg1_delayed_Interior_close_SoundShader
..\Mods\@RHSSAF\rhssaf_sounds,4242,	class RHSSAF_mmg1_delayed_noise_meadows_soundShader
